name,BBB URL,Rating,phone,fsa,Address,website,city,province,Effiency NS
ZMP Plumbing and Excavation,https://www.bbb.org/ca/ns/greenfield/profile/plumber/zmp-plumbing-and-excavation-0087-82532,A+,(902) 957-3422,B6L 3L9,"Greenfield, NS",https://zmpplumbing.ca,Greenfield,NS,
G.C. Baxter Plumbing & Heating Limited,https://www.bbb.org/ca/ns/cambridge/profile/plumber/gc-baxter-plumbing-heating-limited-0087-332,A+,902-538-7549,B0P 1G0,"33 Cambridge Park Drive Cambridge, NS",https://baxtergroup.ca/,Cambridge,NS,
True Flush Plumbing and Heating,https://www.bbb.org/ca/ns/canning/profile/plumber/true-flush-plumbing-and-heating--0087-45082,A+,902-692-1349,B0P 1H0,"1399 Black Hole Road Canning, NS",https://www.trueflushplumbing.com/,Canning,NS,
Palmer Plumbing and Heating Ltd.,https://www.bbb.org/ca/ns/berwick/profile/plumber/palmer-plumbing-and-heating-ltd-0087-31998,A+,902-538-7468,B0P 1E0,"161 Orchard Street Berwick, NS",https://www.facebook.com/palmerplumbingandheating/,Berwick,NS,
TNB Plumbing Heating Air Conditioning Ltd,https://www.bbb.org/ca/ns/westville/profile/plumber/tnb-plumbing-heating-air-conditioning-ltd-0087-30012,A+,902-396-5439,B0K 2A0,"5457 Highway 376 Westville, NS",https://tnbplumbing.ca/,Westville,NS,
R.H. Winmill Electric Ltd.,https://www.bbb.org/ca/ns/river-john/profile/electrician/rh-winmill-electric-ltd-0087-3398,A+,902-351-2694,B0K 1N0,"P.O. Box 100 River John, NS",,River John,NS,
Ian J. Tate Plumbing & Heating Limited,https://www.bbb.org/ca/ns/antigonish/profile/plumber/ian-j-tate-plumbing-heating-limited-0087-41462,A+,902-863-3266,B2G 2L3,"4950 Dunmore Rd, Antigonish",http://tateplumbing.ca,Antigonish,NS,
Ian J. Tate Plumbing & Heating Limited,https://www.bbb.org/ca/ns/st-andrews/profile/plumber/ian-j-tate-plumbing-heating-limited-0087-41462/addressId/40467,A+,902-863-3266,B0H 1X0,"P.O. Box 106, St. Andrews",http://tateplumbing.ca,St. Andrews,NS,
J & D Electrical & Plumbing Limited,https://www.bbb.org/ca/ns/digby-co/profile/electrician/j-d-electrical-plumbing-limited-0087-17114,A+,902-637-6040,B0W 3T0,"60 Weymouth Falls Road, PO Box 27",,Weymouth,NS,
Graves Electrical Ltd.,https://www.bbb.org/ca/ns/yarmouth/profile/electrician/graves-electrical-ltd-0087-18319,A+,902-742-9608,B5A 4B3,"273 Forest Street, Yarmouth",http://graveselectrical.ca,Yarmouth,NS,
Graves Electrical Ltd.,https://www.bbb.org/ca/ns/yarmouth/profile/electrician/graves-electrical-ltd-0087-18319/addressId/2906,A+,902-742-9608,B5A 4B3,"P.O. Box 306, Yarmouth",http://graveselectrical.ca,Yarmouth,NS,
Ignite Energy Atlantic,,,+19027178984,B2V 2R3,"59 Carnaby Cres Dartmouth, NS B2V 2R3 Canada",https://www.igniteatlinc.ca/,Dartmouth,NS,Yes
R H Winmill Electric Limited,,,+19023512660,B0K 1N0,"1995 Hwy 6 River John, NS B0K 1N0 Canada",http://winmillelectric.ca/,River John,NS,Yes
W McNeil Electrical Contracting,,,+19023229233,B1H 5K3,"5854 Seaside Drive Gardiner Mines, NS B1H 5K3 Canada",https://www.wmcneil.com/,Gardiner Mines,NS,Yes
"Tony Rhynold Electrical, Plumbing & Heating Ltd.",,,+19022297878,B4C 4E9,"477 Cobequid Road, Unit # 8 Lower Sackville, NS B4C 4E9 Canada",https://www.tonyrhynold.com/,Lower Sackville,NS,Yes
Aim Electrical and Plumbing Services,,,9024978342,B3E 1N3,"251 Rosehip Lane Lake echo, NS B3E 1N3 Canada",https://toilettruck.com/,Lake Echo,NS,Yes
White Rock Mechanical Services,,,+19023653445,B4N 3V7,"51 Chipman Drive Kentville, NS B4N 3V7 Canada",https://www.whiterockmech.com/,Kentville,NS,Yes
Magliaro Plumbing & Heating LTD,,,9023046115,B1N 1G1,"17 Meadow St Sydney, NS B1N 1G1 CA",N / A,Sydney,NS,Yes
PR General Contractors Inc.,,,9022217346,B2Y 4T6,"101 RESEARCH DRIVE DARTMOUTH, NS B2Y 4T6 Canada",https://www.prcontractors.ca/,Dartmouth,NS,Yes
Evergreen Electric Ltd,,,+19027060348,B3B 1G6,"20 Wright Avenue Unit 3 Dartmouth, NS B3B 1G6 Canada",https://www.evergreenelectric.ca/,Dartmouth,NS,Yes
First Choice Sewer Inspection and Drain Cleaning Limited,,,9025654113,B1E 1G8,"1 Official Row Reserve Mines, NS B1E 1G8 Canada",https://www.firstchoicesewers.com/,Reserve Mines,NS,Yes
Graves Electrical Ltd,,,9027429372,B5A 4B3,"273 Forest St Yarmouth, NS B5A 4B3 Canada",https://www.donedifferent.ca/,Yarmouth,NS,Yes
Ready Refrigeration Inc.,,,+19022523128,B4C 4G3,"7 Murdock Mackay Court Lower Sackville, NS B4C 4G3 Canada",https://readyrefrigeration.ca/,Lower Sackville,NS,Yes
Corkum's Electrical Sales & Service Ltd,,,+19028400097,B0P 1R0,"619 Elm Lane Kingston, NS B0P 1R0 Canada",,Kingston,NS,Yes
Metro Commercial Heating and Cooling Limited,,,+19022259276,B3T 1S3,"106 Brookside Road Brookside, NS B3T 1S3 Canada",,Brookside,NS,Yes
Rhyno's Ltd,,,+19025434737,B4V 2V6,"250 North Street Bridgewater, NS B4V 2V6 Canada",,Bridgewater,NS,Yes
JJ's Heat Pump and Electric,,,+19024716108,B3L 2P5,"6535 Chester ave Halifax, NS B3L 2P5 Canada",https://www.jjsheatpumpandelectric.com/,Halifax,NS,Yes
Scotia Mechanical Solutions,,,+19024766445,B2Z 1A9,"12 Neilson Drive Dartmouth, NS B2Z 1A9 Canada",http://www.scotiamechanical.ca/,Dartmouth,NS,Yes
White Rock Mechanical Services,,,+19023653445,B4N 3V7,"51 Chipman Drive Kentville, NS B4N 3V7 Canada",https://www.whiterockmech.com/,Kentville,NS,Yes
Ignite Energy Atlantic,,,+19027178984,B2V 2R3,"59 Carnaby Cres Dartmouth, NS B2V 2R3 Canada",https://www.igniteatlinc.ca/,Dartmouth,NS,Yes
MacLaren Appliance Repair & Refrigeration Ltd,,,+19026785400,B4N 3V7,"25 Chipman Drive Kentville, NS B4N 3V7 Canada",https://www.maclarenappliance.ca/,Kentville,NS,Yes
Nova Dry Basement Systems 2024 Limited,,,9024066060,B2X 2T3,"166 Braemar Drive Dartmouth, NS B2X 2T3 Canada",https://www.novadrybasements.com/,Dartmouth,NS,Yes
EMCO Corporation,,,+19024684507,B3B 1P2,"90 Wright Ave Dartmouth, NS B3B 1P2 Canada",https://emco.ca/,Dartmouth,NS,Yes
Geddes & Murphy Electric Ltd,,,+19027511675,B0N 1C0,"599 Brentwood Rd Brookfield, NS B0N 1C0 CA",https://www.gmelectricltd.com/,Brookfield,NS,Yes
Halls Heating Air Conditioning & Maintenance Ltd,,,+19025781961,B1P 3C5,"44 Reeves Street Sydney, NS B1P 3C5 Canada",https://www.hallshvac.ca/,Sydney,NS,Yes
WB Electrical Ltd,,,+19028184055,B0N 1Z0,"151 Piggott Lake Rd Mt Uniacke, NS B0N 1Z0 Canada",https://whitfordbrotherselectricalltd.ca/,Mt Uniacke,NS,Yes
High Island Electric,,,+19026231605,B2H 1Z9,"154 Willow Avenue New Glasgow, NS B2H 1Z9 Canada",https://highislandelectric.ca/,New Glasgow,NS,Yes
L&B Electric Ltd.,,,+19025439966,B4V 3V4,"94 Wentzell Drive Bridgewater, NS B4V 3V4 Canada",https://landbelectric.com/,Bridgewater,NS,Yes
Len's Plumbing & Heating Ltd,,,+19025432353,B4V 3J8,"164 Logan Road Bridgewater, NS B4V 3J8 Canada",https://www.rhynosltd.com/,Bridgewater,NS,Yes
W McNeil Electrical Contracting,,,+19023229233,B1H 5K3,"5854 Seaside Drive Gardiner Mines, NS B1H 5K3 Canada",https://www.wmcneil.com/,Gardiner Mines,NS,Yes
Pankhurst Electric Ltd,,,+19028995353,B0K 1V0,"8437 Highway 311 Tatamagouche, NS B0K 1V0 Canada",,Tatamagouche,NS,Yes
Brian G. Inglis Consulting,,,+19028304628,B4A 0H3,"220 Waterfront Drive Bedford, NS B4A 0H3 Canada",,Bedford,NS,Yes
Master Tech HVAC & Plumbing Inc,,,+19024681337,B4B 1J7,"6-387 Bluewater Road Bedford, NS B4B 1J7 Canada",https://www.mastertech.ca/,Bedford,NS,Yes
Rexel Atlantic,,,+19024821550,B3B 0B4,"161 Williams Avenue Dartmouth, NS B3B 0B4 Canada",https://www.atlantic.rexel.ca/,Dartmouth,NS,Yes
J W Bird and Company Ltd,,,+19022299134,B3B 0A8,"171 John Savage Avenue Dartmouth, NS B3B 0A8 Canada",https://www.birdstairs.com/,Dartmouth,NS,Yes
R H Winmill Electric Limited,,,+19023512660,B0K 1N0,"1995 Hwy 6 River John, NS B0K 1N0 Canada",http://winmillelectric.ca/,River John,NS,Yes
