"listing__logo--link href","jsMerchantLogo src","listing__name--link","listing__name--link href","listing__title--wrap href","listing__address--full","jsMapBubbleAddress","jsMapBubbleAddress 2","jsMapBubbleAddress 3","jsMapBubbleAddress 4","listing__direction","listing__direction href","jsPreventBubbleMobile","jsPreventBubbleMobile href","merchant__status-text","merchant__status-text href","mlr__submenu__item","mlr__item__cta href 2","serpMessage 2","mlr__item__cta href 3","serpMessage 3","ypModal href","serpMessage 4","serpMessage 5"
"https://www.yellowpages.ca/bus/Nova-Scotia/Mahone-Bay/No-Problem-Plumbing-Electrical/4448207.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","No Problem Plumbing & Electrical","https://www.yellowpages.ca/bus/Nova-Scotia/Mahone-Bay/No-Problem-Plumbing-Electrical/4448207.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Mahone-Bay/No-Problem-Plumbing-Electrical/4448207.html",", ,","79 Cemetery Rd","Mahone Bay","NS","B0J 1E0","Get directions","https://www.yellowpages.ca/merchant/directions/4448207/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  12:00 pm","https://www.yellowpages.ca/bus/Nova-Scotia/Mahone-Bay/No-Problem-Plumbing-Electrical/4448207.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-624-8348","https://www.yellowpages.ca/merchant/directions/4448207/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Pine-Grove/Conrads-Pro-Plumbing-Heating-Ltd/102812021.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Conrads Pro Plumbing Heating Ltd","https://www.yellowpages.ca/bus/Nova-Scotia/Pine-Grove/Conrads-Pro-Plumbing-Heating-Ltd/102812021.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Pine-Grove/Conrads-Pro-Plumbing-Heating-Ltd/102812021.html",", ,","554 Harold Whynot Rd","Pine Grove","NS","B4V 7Z1","Get directions","https://www.yellowpages.ca/merchant/directions/102812021/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-543-6652","https://www.yellowpages.ca/merchant/directions/102812021/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/JBM-Plumbing-Heating-Ltd/101187467.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","JBM Plumbing & Heating Ltd","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/JBM-Plumbing-Heating-Ltd/101187467.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/JBM-Plumbing-Heating-Ltd/101187467.html",", ,","522 Glen Allan Dr","Bridgewater","NS","B4V 0B2","Get directions","https://www.yellowpages.ca/merchant/directions/101187467/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","905-530-3755","https://www.yellowpages.ca/merchant/directions/101187467/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Langille-s-Plumbing-Heating-Ltd/930258.html?what=plumber&where=Nova+Scotia+NS&useContext=true#gallery","","Langille's Plumbing & Heating Ltd","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Langille-s-Plumbing-Heating-Ltd/930258.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Langille-s-Plumbing-Heating-Ltd/930258.html",", ,","250 North St","Bridgewater","NS","B4V 1R6","Get directions","https://www.yellowpages.ca/merchant/directions/930258/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  5:00 pm","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Langille-s-Plumbing-Heating-Ltd/930258.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-543-4897","https://www.yellowpages.ca/merchant/directions/930258/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/c1ff5b2e9634ffaee5f36dabcbd2ecddb22b472a?redirect=http%3A%2F%2Fwww.langilles.com%2F","Website","javascript:void(0);","Message","Search nearby"
"https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Mr-Plumber/1095251.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Mr Plumber","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Mr-Plumber/1095251.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Mr-Plumber/1095251.html",", ,","164 Logan Rd","Bridgewater","NS","B4V 3J8","Get directions","https://www.yellowpages.ca/merchant/directions/1095251/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-543-1314","https://www.yellowpages.ca/merchant/directions/1095251/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/168e657c7a3f9d86f9642d0e26a72d8107969adf?redirect=http%3A%2F%2Fmrplumber.ca%2F","Search nearby","","","Website"
"https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Economical-Plumbing-Repairs/101511413.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Economical Plumbing Repairs","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Economical-Plumbing-Repairs/101511413.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Economical-Plumbing-Repairs/101511413.html",", ,","299 Pine St","Bridgewater","NS","B4V 1X8","Get directions","https://www.yellowpages.ca/merchant/directions/101511413/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-530-5888","https://www.yellowpages.ca/merchant/directions/101511413/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Rafuse-G-A-Plumbing-Heating/7394883.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Rafuse G A Plumbing & Heating","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Rafuse-G-A-Plumbing-Heating/7394883.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Rafuse-G-A-Plumbing-Heating/7394883.html",", ,","1-236 St. Phillips St","Bridgewater","NS","B4V 1W5","Get directions","https://www.yellowpages.ca/merchant/directions/7394883/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-527-8145","https://www.yellowpages.ca/merchant/directions/7394883/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/5632e1f16785eeb07221dffbcdfa3a13b46df63c?redirect=http%3A%2F%2Fgarafuseplumbingandheating.ca%2F","Search nearby","","","Website"
"https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Rafuse-G-A-Plumbing-Heating/102652066.html?what=plumber&where=Nova+Scotia+NS&useContext=true#gallery","","Rafuse G A Plumbing & Heating","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Rafuse-G-A-Plumbing-Heating/102652066.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgewater/Rafuse-G-A-Plumbing-Heating/102652066.html",", ,","Saint Phillips Street","Bridgewater","NS","B4V 1W5","Get directions","https://www.yellowpages.ca/merchant/directions/102652066/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-527-8145","https://www.yellowpages.ca/merchant/directions/102652066/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/5632e1f16785eeb07221dffbcdfa3a13b46df63c?redirect=http%3A%2F%2Fgarafuseplumbingandheating.ca%2F","Website","","","Search nearby"
"https://www.yellowpages.ca/bus/Nova-Scotia/Auburndale/Langille-s-Peter-Plumbing-Heating-Ltd/7749996.html?what=plumber&where=Nova+Scotia+NS&useContext=true#gallery","","Langille's Peter Plumbing & Heating Ltd","https://www.yellowpages.ca/bus/Nova-Scotia/Auburndale/Langille-s-Peter-Plumbing-Heating-Ltd/7749996.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Auburndale/Langille-s-Peter-Plumbing-Heating-Ltd/7749996.html",", ,","784 Upper Branch Rd","Auburndale","NS","B4V 3M1","Get directions","https://www.yellowpages.ca/merchant/directions/7749996/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  5:00 pm","https://www.yellowpages.ca/bus/Nova-Scotia/Auburndale/Langille-s-Peter-Plumbing-Heating-Ltd/7749996.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-527-2251","https://www.yellowpages.ca/merchant/directions/7749996/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/5fdecb427123b0e0cf2a3a43fbe07f960b421d88?redirect=http%3A%2F%2Fpeterlangilleplumbingheating.vpweb.com%2F","Website","javascript:void(0);","Message","Search nearby"
"https://www.yellowpages.ca/bus/Nova-Scotia/New-Germany/Tapped-In-Plumbing-Heating/103127992.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Tapped In Plumbing & Heating","https://www.yellowpages.ca/bus/Nova-Scotia/New-Germany/Tapped-In-Plumbing-Heating/103127992.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/New-Germany/Tapped-In-Plumbing-Heating/103127992.html",", ,","8 Leah Dr","New Germany","NS","B0R 1E0","Get directions","https://www.yellowpages.ca/merchant/directions/103127992/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-299-5294","https://www.yellowpages.ca/merchant/directions/103127992/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Meadowvale/Rafuse-Mechanical/1300638.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Rafuse Mechanical","https://www.yellowpages.ca/bus/Nova-Scotia/Meadowvale/Rafuse-Mechanical/1300638.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Meadowvale/Rafuse-Mechanical/1300638.html",", ,","10389 Highway 201","Meadowvale","NS","B0P 1R0","Get directions","https://www.yellowpages.ca/merchant/directions/1300638/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  12:00 pm","https://www.yellowpages.ca/bus/Nova-Scotia/Meadowvale/Rafuse-Mechanical/1300638.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-765-2712","https://www.yellowpages.ca/merchant/directions/1300638/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/e6c42a566bf3720c9fb6a3e24f78a3c0323f2ed9?redirect=https%3A%2F%2Frafusemechanical.com%2F","Search nearby","","","Website"
"https://www.yellowpages.ca/bus/Nova-Scotia/East-Margaretsville/Mike-Hoogerwerf-Plumbing-Heating/102242333.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Mike Hoogerwerf Plumbing & Heating","https://www.yellowpages.ca/bus/Nova-Scotia/East-Margaretsville/Mike-Hoogerwerf-Plumbing-Heating/102242333.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/East-Margaretsville/Mike-Hoogerwerf-Plumbing-Heating/102242333.html",", ,","473 Seaman St","East Margaretsville","NS","B0S 1N0","Get directions","https://www.yellowpages.ca/merchant/directions/102242333/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-825-3607","https://www.yellowpages.ca/merchant/directions/102242333/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Wilmot-Station/David-Baker-Plumbing-Heating/101568281.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","David Baker Plumbing & Heating","https://www.yellowpages.ca/bus/Nova-Scotia/Wilmot-Station/David-Baker-Plumbing-Heating/101568281.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Wilmot-Station/David-Baker-Plumbing-Heating/101568281.html",", ,","9250 Hwy 201","Wilmot Station","NS","B0P 1W0","Get directions","https://www.yellowpages.ca/merchant/directions/101568281/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  5:00 pm","https://www.yellowpages.ca/bus/Nova-Scotia/Wilmot-Station/David-Baker-Plumbing-Heating/101568281.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-760-1109","https://www.yellowpages.ca/merchant/directions/101568281/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","javascript:void(0);","Message",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Middleton/Marshall-Wayne-Plumbing-Heating-Ltd/6893704.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Marshall Wayne Plumbing & Heating Ltd","https://www.yellowpages.ca/bus/Nova-Scotia/Middleton/Marshall-Wayne-Plumbing-Heating-Ltd/6893704.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Middleton/Marshall-Wayne-Plumbing-Heating-Ltd/6893704.html",", ,","Nictaux W","Middleton","NS","B0S 1P0","Get directions","https://www.yellowpages.ca/merchant/directions/6893704/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-825-4371","https://www.yellowpages.ca/merchant/directions/6893704/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Italy-Cross/Kevin-Bushen-Plumbing-Heating/7774057.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Kevin Bushen Plumbing & Heating","https://www.yellowpages.ca/bus/Nova-Scotia/Italy-Cross/Kevin-Bushen-Plumbing-Heating/7774057.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Italy-Cross/Kevin-Bushen-Plumbing-Heating/7774057.html",", ,","165 Crouse Settlement Rd","Italy Cross","NS","B4V 0P6","Get directions","https://www.yellowpages.ca/merchant/directions/7774057/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  7:00 pm","https://www.yellowpages.ca/bus/Nova-Scotia/Italy-Cross/Kevin-Bushen-Plumbing-Heating/7774057.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-530-2629","https://www.yellowpages.ca/merchant/directions/7774057/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/633ad776f454f22fd6239b798463b552d274cc8f?redirect=http%3A%2F%2Fwww.bushenplumbingandheating.com%2F","Search nearby","javascript:void(0);","Message","Website"
"https://www.yellowpages.ca/bus/Nova-Scotia/Middleton/Scott-Parks-Plumbing-Services/1415306.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://static.yellowpages.ca/ypca/ypui-7.2.13-20260323.2011/resources/images/merchant-no-logo.svg","Scott Parks Plumbing Services","https://www.yellowpages.ca/bus/Nova-Scotia/Middleton/Scott-Parks-Plumbing-Services/1415306.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Middleton/Scott-Parks-Plumbing-Services/1415306.html",",","Middleton","NS","B0S 1P0","","","","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-824-0183","","Search nearby","","","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Middlewood/Brian-Bollivar-Plumbing-Heating/102040328.html?what=plumber&where=Nova+Scotia+NS&useContext=true#gallery","https://ssmscdn.yp.ca/image/resize/9593dc8e-b451-45ec-9f3c-e29c100d20a1_yp-serp-thumbnail.jpg","Brian Bollivar Plumbing & Heating","https://www.yellowpages.ca/bus/Nova-Scotia/Middlewood/Brian-Bollivar-Plumbing-Heating/102040328.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Middlewood/Brian-Bollivar-Plumbing-Heating/102040328.html",", ,","355 Llewellyn Rd","Middlewood","NS","B4V 6K9","Get directions","https://www.yellowpages.ca/merchant/directions/102040328/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  5:00 pm","https://www.yellowpages.ca/bus/Nova-Scotia/Middlewood/Brian-Bollivar-Plumbing-Heating/102040328.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-523-4985","https://www.yellowpages.ca/merchant/directions/102040328/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/baf8f9f5a5474deee0c85bf1c03644de93e1913b?redirect=http%3A%2F%2Fwww.brianbollivar.com%2F","Website","javascript:void(0);","Message","Search nearby"
"https://www.yellowpages.ca/bus/Nova-Scotia/Louisdale/Landry-Brothers-Home-Hardware/929136.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://static.yellowpages.ca/ypca/ypui-7.2.13-20260323.2011/resources/images/merchant-no-logo.svg","Landry Brothers Home Hardware","https://www.yellowpages.ca/bus/Nova-Scotia/Louisdale/Landry-Brothers-Home-Hardware/929136.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Louisdale/Landry-Brothers-Home-Hardware/929136.html",", ,","138 Main St","Louisdale","NS","B0E 1V0","Get directions","https://www.yellowpages.ca/merchant/directions/929136/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-345-2720","https://www.yellowpages.ca/merchant/directions/929136/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/8d4d22bcdb8ac03f4d08ad695e81c3a68c52f722?redirect=https%3A%2F%2Fhomehardware.ca%2F","Search nearby","javascript:void(0);","Message","Website"
"https://www.yellowpages.ca/bus/Nova-Scotia/Cole-Cleveland-s-Plumbing/102761620.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://static.yellowpages.ca/ypca/ypui-7.2.13-20260323.2011/resources/images/merchant-no-logo.svg","Cole Cleveland?s Plumbing","https://www.yellowpages.ca/bus/Nova-Scotia/Cole-Cleveland-s-Plumbing/102761620.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Cole-Cleveland-s-Plumbing/102761620.html",",","51 Horseback Hideaway","NS","B0T 1E0","","Get directions","https://www.yellowpages.ca/merchant/directions/102761620/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-930-3833","https://www.yellowpages.ca/merchant/directions/102761620/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Arichat/Sully-Plumbing-Heating-Ltd/7618469.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://static.yellowpages.ca/ypca/ypui-7.2.13-20260323.2011/resources/images/merchant-no-logo.svg","Sully Plumbing & Heating Ltd","https://www.yellowpages.ca/bus/Nova-Scotia/Arichat/Sully-Plumbing-Heating-Ltd/7618469.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Arichat/Sully-Plumbing-Heating-Ltd/7618469.html",", ,","45 Old Boudreauville Rd","Arichat","NS","B0E 2L0","Get directions","https://www.yellowpages.ca/merchant/directions/7618469/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-226-0280","https://www.yellowpages.ca/merchant/directions/7618469/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/petit-de-grat/Samsons-Plumbing-Heating-Ltd/104420215.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://static.yellowpages.ca/ypca/ypui-7.2.13-20260323.2011/resources/images/merchant-no-logo.svg","Samsons Plumbing Heating Ltd","https://www.yellowpages.ca/bus/Nova-Scotia/petit-de-grat/Samsons-Plumbing-Heating-Ltd/104420215.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/petit-de-grat/Samsons-Plumbing-Heating-Ltd/104420215.html",",","petit-de-grat","NS","","","","","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-227-7761","","Search nearby","","","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Bridgetown/LMD-Plumbing/7732095.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://static.yellowpages.ca/ypca/ypui-7.2.13-20260323.2011/resources/images/merchant-no-logo.svg","LMD Plumbing","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgetown/LMD-Plumbing/7732095.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Bridgetown/LMD-Plumbing/7732095.html",", ,","9810 Hwy 1","Bridgetown","NS","B0S 1C0","Get directions","https://www.yellowpages.ca/merchant/directions/7732095/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-665-2382","https://www.yellowpages.ca/merchant/directions/7732095/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Whycocomagh/Bird-Fred-N-Water-Sewerage-Supply/102558824.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://static.yellowpages.ca/ypca/ypui-7.2.13-20260323.2011/resources/images/merchant-no-logo.svg","Bird Fred N Water & Sewerage Supply","https://www.yellowpages.ca/bus/Nova-Scotia/Whycocomagh/Bird-Fred-N-Water-Sewerage-Supply/102558824.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Whycocomagh/Bird-Fred-N-Water-Sewerage-Supply/102558824.html",", ,","Gd","Whycocomagh","NS","B0E 3M0","Get directions","https://www.yellowpages.ca/merchant/directions/102558824/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-756-3030","https://www.yellowpages.ca/merchant/directions/102558824/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Inverness/Tate-Plumbing-Heating-Cape-Breton/103062935.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://static.yellowpages.ca/ypca/ypui-7.2.13-20260323.2011/resources/images/merchant-no-logo.svg","Tate Plumbing & Heating - Cape Breton","https://www.yellowpages.ca/bus/Nova-Scotia/Inverness/Tate-Plumbing-Heating-Cape-Breton/103062935.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Inverness/Tate-Plumbing-Heating-Cape-Breton/103062935.html",",","Inverness","NS","","","","","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-615-3266","","Search nearby","","","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Liverpool/Plumber-Backflow-Prevention-Specialist/100832376.html?what=plumber&where=Nova+Scotia+NS&useContext=true#gallery","https://ssmscdn.yp.ca/image/original/05347943-4f97-4be2-ae72-a56f114878f8_thumbnail.jpg","Plumber & Backflow Prevention Specialist","https://www.yellowpages.ca/bus/Nova-Scotia/Liverpool/Plumber-Backflow-Prevention-Specialist/100832376.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Liverpool/Plumber-Backflow-Prevention-Specialist/100832376.html",", ,","28 College St","Liverpool","NS","B0T 1K0","Get directions","https://www.yellowpages.ca/merchant/directions/100832376/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open 24 hours","https://www.yellowpages.ca/bus/Nova-Scotia/Liverpool/Plumber-Backflow-Prevention-Specialist/100832376.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-350-6666","https://www.yellowpages.ca/merchant/directions/100832376/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/03e6bba2bce15be110173c760217b490bbf3e7c0?redirect=https%3A%2F%2Fwww.facebook.com%2FPlumberBackflowPreventionSpecialistFrankRTielsch%2F","Website","javascript:void(0);","Message","Search nearby"
